ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"186.251.255.245","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","203","Seanet Telecom Carazinho Eireli","31337","socks4","4696","81","2024-01-08T16:37:24.732Z","85","4752","5571"
"103.48.58.213","elite","AS58678","IN","SHRIGANESH","116","N/A","8080","socks4","886","1","2024-01-08T16:37:24.833Z","100","5542","5557"
"104.24.15.158","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4797","1","2024-01-08T16:37:24.643Z","100","5597","5600"
"182.253.109.182","elite","AS17451","ID","Biznet Metronet","180","N/A","8080","socks4","1005","1","2024-01-08T16:37:24.831Z","97","5318","5489"
"213.32.254.10","elite","AS206206","IQ","Kurdistan Net 3","82","N/A","4153","socks4","3814","1","2024-01-08T16:37:24.729Z","99","5522","5602"
"103.109.56.209","elite","AS138640","BD","HelloTech Limited","233","Hello Tech Limited","15108","socks5","1909","1","2024-01-08T16:37:24.639Z","99","5586","5652"
"87.250.109.174","elite","AS35567","BA","DASTO Semtel doo","63","N/A","8080","socks4","4202","1","2024-01-08T16:37:22.028Z","99","5461","5534"
"181.64.186.221","elite","AS6147","PE","Telefonica del Peru","199","PE-TDPERX4-LACNIC","5678","socks4","4592","1","2024-01-08T16:37:21.937Z","82","4555","5533"
"46.33.235.236","elite","AS31272","UA","WildPark Co","50","WildPark Co","5678","socks4","804","1","2024-01-08T16:37:21.935Z","40","2217","5499"
"43.239.75.145","elite","AS133443","BD","COL","194","N/A","4145","socks4","417","80","2024-01-08T16:37:21.938Z","98","5396","5509"
"108.26.234.210","elite","AS701","US","Verizon Communications","102","MCI Communications Services, Inc. d/b/a Verizon Business","9050","socks5","5013","1","2024-01-08T16:37:19.244Z","100","5516","5533"
"162.255.108.5","elite","AS54755","US","Desert Winds Wireless","194","Desert Winds Wireless Inc","5678","socks4","3895","1","2024-01-08T16:37:19.329Z","100","5622","5638"
"209.97.176.112","elite","AS14061","GB","DigitalOcean, LLC","19","DigitalOcean, LLC","11793","socks5","4092","1","2024-01-08T16:37:19.240Z","100","5579","5582"
"94.139.169.250","elite","AS206065","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","157","WiMAX","5678","socks4","3193","1","2024-01-08T16:37:19.342Z","98","5406","5504"
"144.202.21.190","elite","AS20473","US","The Constant Company","96","Vultr Holdings, LLC","10884","socks4","4296","1","2024-01-08T16:37:19.247Z","81","4452","5514"
"45.11.6.117","elite","AS197628","RU","Sudak-Net LLC","82","LLC Sudak-net","54389","socks4","4292","1","2024-01-08T16:37:16.442Z","64","3633","5644"
"180.183.2.61","elite","AS45629","TH","Triple T Broadband Public Company Limited","197","Triple T Broadband Public Company Limited","4145","socks4","4903","1","2024-01-08T16:37:16.441Z","95","5288","5547"
"46.98.247.92","elite","AS15377","UA","ISP \"Fregat\"","92","ISP \"Fregat\" Ltd","1080","socks4","4604","1","2024-01-08T16:37:16.435Z","99","5497","5559"
"197.234.13.82","elite","AS36902","SC","Intelvision","169","Intelvision Ltd","4145","socks4","4200","1","2024-01-08T16:37:16.437Z","99","5525","5562"
"213.136.75.85","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","57799","socks4","254","1","2024-01-08T16:37:16.433Z","100","1","1"
"67.43.42.117","elite","AS20473","US","The Constant Company, LLC","142","IPXO","8080","socks4","4488","2","2024-01-08T16:37:16.438Z","100","5477","5484"
"172.65.165.93","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","30000","socks4","4993","1","2024-01-08T16:37:13.326Z","100","5585","5587"
"103.76.190.210","elite","AS135758","IN","Alacriy Net System Service Private Limited","190","Alacriy Net System Service Private Limited","58275","socks5","4996","1","2024-01-08T16:37:13.137Z","99","5519","5598"
"188.133.153.60","elite","AS21353","RU","Enforta-MSK","76","N/A","8080","socks5","3699","1","2024-01-08T16:37:13.133Z","99","5527","5606"
"187.86.129.122","elite","AS53066","BR","VETORIALNET INF. E SERVIÇOS DE INTERNET LTDA","231","VETORIALNET INF. E SERVIÇOS DE INTERNET LTDA","63253","socks4","5103","1","2024-01-08T16:37:13.143Z","100","5598","5616"
"45.70.206.42","elite","AS267586","BR","Rafael Pierre Barbosa - Me","184","Rafael Pierre Barbosa - Me","4145","socks4","4504","7","2024-01-08T16:37:13.140Z","100","5488","5510"
"103.44.15.193","elite","AS133685","IN","SDN TELECOM PVT LTD","193","SDN Telecom PVT LTD","4145","socks4","3911","1","2024-01-08T16:37:13.144Z","99","5527","5568"
"116.118.98.21","elite","AS7602","VN","SPT","300","N/A","5678","socks4","5098","1","2024-01-08T16:37:10.343Z","96","5406","5619"
"85.199.71.66","elite","AS12693","DE","e.discom","32","KabelSat Bergen GmbH","8080","socks5","4589","1","2024-01-08T16:37:10.341Z","100","5467","5470"
"110.77.171.70","elite","AS131090","TH","CAT Telecom Public Company Limited","214","CAT BB","8080","socks4","4401","1","2024-01-08T16:37:10.345Z","67","3705","5514"
"200.29.8.18","elite","AS4995","CL","Netup S.A","280","NETUP-POP","5678","socks4","4916","1","2024-01-08T16:37:10.344Z","96","5318","5565"
"104.18.65.115","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","2105","socks4","4199","1","2024-01-08T16:37:10.342Z","100","5548","5548"
"162.241.114.39","elite","AS19871","US","Network Solutions, LLC","95","Unified Layer","10249","socks4","4002","1","2024-01-08T16:37:10.432Z","96","5230","5474"
"106.110.215.121","elite","AS4134","CN","Chinanet","213","Chinanet GD","2829","socks4","1505","1","2024-01-08T16:37:07.727Z","67","3653","5489"
"5.252.177.252","elite","AS39798","US","MivoCloud SRL","152","MivoCloud SRL","21754","socks5","3797","1","2024-01-08T16:37:07.744Z","74","4127","5589"
"49.12.225.148","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner","10001","socks4","908","1","2024-01-08T16:37:07.647Z","88","4873","5507"
"114.99.14.240","elite","AS4134","CN","Chinanet","335","Chinanet AH","8004","socks4","4609","85","2024-01-08T16:37:07.644Z","64","3486","5488"
"1.2.187.124","elite","AS23969","TH","TOT Public Company Limited","156","TOT Public Company Limited","4145","socks4","3912","1","2024-01-08T16:37:07.729Z","62","3472","5583"
"138.68.170.243","elite","AS14061","GB","DigitalOcean, LLC","23","DigitalOcean, LLC","3128","socks4","5392","1","2024-01-08T16:37:04.826Z","83","4624","5585"
"143.244.184.250","elite","AS14061","US","DigitalOcean, LLC","153","DigitalOcean, LLC","37237","socks4","4816","1","2024-01-08T16:37:04.748Z","100","5569","5574"
"38.242.46.234","elite","AS174","US","Cogent Communications","83","Code 200, UAB","3128","socks5","4798","1","2024-01-08T16:37:04.729Z","95","5227","5523"
"81.46.202.112","elite","AS16371","ES","acens Technologies, S.L.","81","ACENS-TELEFONICA","8080","socks4","3818","78","2024-01-08T16:37:04.749Z","100","5569","5573"
"185.162.230.178","elite","AS209242","GB","Cloudflare London, LLC","91","Softconstruct Limited","80","socks4","4602","1","2024-01-08T16:37:04.734Z","100","5483","5485"
"181.196.247.162","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","215","Corporacion Nacional De Telecomunicaciones - CNT EP","45974","socks4","5000","1","2024-01-08T16:37:04.746Z","30","1700","5635"
"172.64.86.217","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","5187","1","2024-01-08T16:37:01.033Z","100","5617","5617"
"109.205.243.10","elite","AS56656","SK","Detronics s.r.o","32","Detronics s.r.o.","5678","socks4","4890","1","2024-01-08T16:37:01.331Z","100","5624","5635"
"115.242.248.226","elite","AS55836","IN","Reliance Jio Infocomm Limited","194","Reliance Jio Infocomm Limited","5678","socks4","5211","1","2024-01-08T16:37:01.029Z","92","5158","5589"
"123.155.48.196","elite","AS4837","CN","CNC Group CHINA169 Zhejiang Province Network","188","N/A","1080","socks5","5095","1","2024-01-08T16:37:01.032Z","59","3241","5452"
"151.80.123.31","elite","AS16276","FR","OVH SAS","83","BIN ABDULLAH Mahmoud Ridhwan","1080","socks4","3909","1","2024-01-08T16:37:01.327Z","69","3823","5564"
"124.122.137.150","elite","AS17552","TH","True Internet Co., Ltd.","195","TRUE BB","4153","socks4","3814","1","2024-01-08T16:37:00.948Z","63","3569","5634"
"103.228.246.30","elite","AS59282","ID","PT Giga Patra Multimedia","199","GPM","5678","socks4","4602","1","2024-01-08T16:36:58.027Z","98","5431","5568"
"181.215.47.60","elite","AS397423","US","Tier.Net Technologies LLC","114","Ipxo","3389","socks4","4593","1","2024-01-08T16:36:58.029Z","68","3784","5534"
"8.219.104.50","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","242","Alibaba.com Singapore E-Commerce Private Limited","443","socks4","4715","2","2024-01-08T16:36:57.845Z","59","3280","5521"
"45.249.101.4","elite","AS135411","BD","Red Grapes Pte Ltd","298","N/A","56457","socks4","4589","1","2024-01-08T16:36:57.840Z","99","5574","5603"
"117.54.201.93","elite","AS9340","ID","PT IndoInternet","167","N/A","5678","socks4","3693","1","2024-01-08T16:36:57.842Z","99","5474","5547"
"183.166.86.218","elite","AS4134","CN","Chinanet","193","Chinanet AH","1080","socks4","2491","1","2024-01-08T16:36:57.843Z","13","705","5556"
"104.21.124.121","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4291","1","2024-01-08T16:36:57.928Z","100","5574","5576"
"121.13.252.62","elite","AS4134","CN","Chinanet","284","Chinanet GD","61401","socks4","3901","81","2024-01-08T16:36:54.830Z","86","4743","5511"
"185.36.132.223","elite","AS199752","NL","Go-Trex Internet Solution Partner","18","Go-Trex","9050","socks5","4600","1","2024-01-08T16:36:54.832Z","100","5523","5526"
"177.8.170.122","elite","AS53231","BR","Grupohost Comunicacao Multimidia Ltda","295","Grupohost Comunicacao Multimidia Ltda","1080","socks4","4703","1","2024-01-08T16:36:54.752Z","94","5225","5577"
"138.94.92.26","elite","AS264145","BR","FACILNET PROVEDOR E SERVIÇOS EIRELI","219","FACILNET PROVEDOR E SERVIÇOS EIRELI","7497","socks5","5001","1","2024-01-08T16:36:54.836Z","98","5451","5565"
"168.119.209.189","elite","AS24940","DE","Hetzner Online GmbH","91","Hetzner","60006","socks5","5094","1","2024-01-08T16:36:51.941Z","100","5588","5588"
"112.194.89.99","elite","AS4837","CN","China Unicom CHINA169 Sichuan Province Network","201","N/A","44313","socks5","4499","1","2024-01-08T16:36:51.833Z","71","3942","5560"
"143.255.249.74","elite","AS61468","EC","CEDIA","186","Universidad Tecnologica Israel","7497","socks5","3897","1","2024-01-08T16:36:51.939Z","94","5257","5567"
"181.66.37.134","elite","AS6147","PE","Telefonica del Peru S.A.A.","287","Telefonica del Peru S.A.A","4153","socks4","3505","1","2024-01-08T16:36:51.831Z","69","3801","5482"
"177.73.248.26","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","288","Prompt Brasil Solucoes EM TI Ltda","55290","socks4","4695","1","2024-01-08T16:36:51.836Z","67","3662","5479"
"202.159.19.213","elite","AS9340","ID","PT IndoInternet","191","N/A","443","socks4","717","1","2024-01-08T16:36:51.832Z","100","5581","5592"
"149.20.253.47","elite","AS18615","US","Mainstream Fiber Networks, LLC","102","Mainstream Fiber Networks, LLC","12551","socks4","5100","1","2024-01-08T16:36:51.838Z","100","5596","5607"
"166.62.53.45","elite","AS398101","US","GoDaddy.com, LLC","194","GoDaddy.com, LLC","44388","socks4","151","282","2024-01-08T16:36:51.837Z","100","1","1"
"106.14.105.216","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","209","Aliyun Computing Co., LTD","22016","socks5","3512","1","2024-01-08T16:36:48.733Z","27","1514","5616"
"88.151.187.133","elite","AS39578","RU","Ltd \"Maxima\"","98","Ltd Maxima","9123","socks4","2497","1","2024-01-08T16:36:48.729Z","100","5612","5625"
"45.196.151.93","elite","AS7018","US","AT&T Services, Inc.","82","AQUA Networks Limited","5432","socks4","4998","1","2024-01-08T16:36:48.735Z","99","5449","5529"
"8.42.71.5","elite","AS399869","US","Mountain Broadband","118","Level 3, LLC","39593","socks4","3890","1","2024-01-08T16:36:48.745Z","100","5590","5596"
"159.192.142.24","elite","AS131090","TH","CAT-BB","204","N/A","5678","socks4","4506","1","2024-01-08T16:36:48.744Z","99","5551","5604"
"89.237.33.97","elite","AS20485","RU","multi-origin SUTTK","79","N/A","51549","socks4","1798","1","2024-01-08T16:36:45.749Z","99","5546","5598"
"31.134.99.130","elite","AS56656","SK","DetronicsRoute","92","Detronics s.r.o.","1080","socks5","5090","1","2024-01-08T16:36:45.943Z","99","5528","5561"
"202.183.9.154","elite","AS131736","ID","BIGNET","765","N/A","5678","socks4","4693","1","2024-01-08T16:36:45.748Z","78","4333","5557"
"36.94.110.49","elite","AS7713","ID","PT. Telekomunikasi Indonesia","197","Telekomunikasi Indonesia","5678","socks4","4806","1","2024-01-08T16:36:45.837Z","99","5476","5545"
"119.18.159.34","elite","AS55685","ID","PT. Jala Lintas Media","178","N/A","4145","socks4","3996","1","2024-01-08T16:36:45.928Z","99","5460","5511"
"49.48.142.127","elite","AS45629","TH","Triple T Broadband Public Company Limited","172","Triple T Broadband Public Company Limited","8080","socks4","4610","82","2024-01-08T16:36:45.747Z","72","3994","5538"
"103.47.93.207","elite","AS134058","IN","Broban Internet Services Pvt.ltd","292","Broban  PVT Ltd.","1080","socks4","4194","1","2024-01-08T16:36:42.831Z","99","5429","5482"
"201.121.249.246","elite","AS8151","MX","UNINET","190","Gestión de direccionamiento UniNet","8080","socks5","4999","1","2024-01-08T16:36:42.743Z","84","4722","5625"
"43.225.163.209","elite","AS133001","IN","Airnet Cable And Datacom Pvt Ltd","197","AIRNETNETWORKS","4153","socks4","5006","1","2024-01-08T16:36:42.833Z","99","5555","5607"
"203.13.32.218","elite","AS209242","CY","Cloudflare London, LLC","92","Lachtaristo Holdings Limited","80","socks4","142","1","2024-01-08T16:36:39.335Z","100","5524","5524"
"171.244.68.28","elite","AS7552","VN","Viettel Corporation","395","VIETEL","5678","socks4","4004","1","2024-01-08T16:36:39.337Z","87","4859","5583"
"5.58.53.216","elite","AS16223","UA","Columbus","40","Lanet Network Ltd","1085","socks4","4411","1","2024-01-08T16:36:39.330Z","97","5435","5624"
"103.70.159.130","elite","AS133720","IN","speednet","112","N/A","5678","socks4","5311","1","2024-01-08T16:36:39.338Z","99","5462","5502"
"197.234.13.2","elite","AS36902","SC","Intelvision","168","Intelvision Ltd","4145","socks4","4692","1","2024-01-08T16:36:39.332Z","99","5432","5470"
"103.47.93.248","elite","AS134058","IN","Broban Internet Services Pvt.ltd","283","Broban  PVT Ltd.","1080","socks4","4700","1","2024-01-08T16:36:36.433Z","99","5497","5554"
"124.41.228.175","elite","AS17501","NP","WorldLink Communications","228","N/A","5678","socks4","4692","1","2024-01-08T16:36:36.430Z","99","5520","5596"
"177.125.206.169","elite","AS262346","BR","FP Telecomunicacoes Ltda","301","FP Telecomunicacoes Ltda","4145","socks4","4894","2","2024-01-08T16:36:36.345Z","75","4139","5523"
"185.6.10.248","elite","AS12552","SE","GlobalConnect AB","32","Internet Vikings International AB","36627","socks5","4608","1","2024-01-08T16:36:33.629Z","100","5616","5618"
"162.12.217.70","elite","AS204902","FR","Weelax","121","XIWO","3629","socks4","4100","2","2024-01-08T16:36:33.440Z","99","5486","5564"
"45.112.125.62","elite","AS58369","ID","FIBERNET","162","N/A","4145","socks5","4212","1","2024-01-08T16:36:30.530Z","99","5589","5638"
"185.162.229.112","elite","AS209242","GB","Cloudflare London, LLC","11","Softconstruct Limited","80","socks4","2795","1","2024-01-08T16:36:30.441Z","100","5578","5579"
"91.198.137.31","elite","AS42927","PL","HOST1","100","Adrian Andreas Zajonz","3580","socks4","4590","1","2024-01-08T16:36:30.627Z","100","5630","5637"
"103.214.112.238","elite","AS136052","ID","PT Cloud Hosting Indonesia","205","PT Denbe Anugerah Solusindo","32323","socks5","5092","1","2024-01-08T16:36:30.536Z","95","5166","5418"
"27.184.132.162","elite","AS4134","CN","Chinanet","195","Chinanet HE","21212","socks5","2801","83","2024-01-08T16:36:30.440Z","52","2790","5401"
"178.63.244.28","elite","AS24940","DE","Hetzner Online GmbH","88","N/A","4003","socks4","4891","2","2024-01-08T16:36:27.730Z","99","5487","5563"
"103.47.93.237","elite","AS134058","IN","Broban Internet Services Pvt.ltd","290","Broban  PVT Ltd.","1080","socks4","4591","2","2024-01-08T16:36:27.629Z","99","5589","5629"
"194.31.55.41","elite","AS47583","LT","Hostinger International Limited","95","Hostinger International Limited","80","socks4","2106","1","2024-01-08T16:36:27.635Z","100","5482","5486"
"113.110.23.229","elite","AS4134","CN","Chinanet","290","Chinanet GD","44844","socks4","5195","1","2024-01-08T16:36:27.632Z","38","2102","5598"
"104.18.254.76","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","1508","1","2024-01-08T16:36:27.628Z","100","5557","5559"
"103.12.246.105","elite","AS134941","IN","Instant Cable Network PVT LTD","288","Instant Cable Network PVT LTD","4145","socks4","4895","1","2024-01-08T16:36:24.037Z","99","5533","5564"
"93.90.212.2","elite","AS44963","RU","Stavtelecom LLC","88","JSC KMVtelecom network","4153","socks4","4910","1","2024-01-08T16:36:24.036Z","100","5580","5592"
"1.0.136.138","elite","AS23969","TH","TOT Public Company Limited","153","TOT Public Company Limited","4145","socks4","5098","1","2024-01-08T16:36:24.129Z","48","2659","5505"
"115.242.204.122","elite","AS55836","IN","Reliance Jio Infocomm Limited","199","Reliance Jio Infocomm Limited","5678","socks4","184","30001","2024-01-08T16:36:24.130Z","100","1","1"
"185.169.181.26","elite","AS34984","TR","Ates Dc","56","Ibrahim MALA trading as Ates Dc","4145","socks4","4794","1","2024-01-08T16:36:21.041Z","100","5493","5502"
"15.235.141.35","elite","AS16276","SG","OVH SAS","193","OVH Singapore PTE. LTD","51921","socks4","4591","1","2024-01-08T16:36:21.040Z","94","5124","5475"
"89.237.35.10","elite","AS20485","RU","multi-origin SUTTK","71","N/A","51549","socks4","1096","1","2024-01-08T16:36:20.936Z","99","5555","5616"
"103.59.203.177","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","133","NET 4 U Services PVT LTD","4145","socks4","3699","1","2024-01-08T16:36:20.939Z","99","5476","5518"
"119.115.28.112","elite","AS4837","CN","CNC Group CHINA169 Liaoning Province Network","182","N/A","3128","socks4","5107","1","2024-01-08T16:36:20.935Z","68","3730","5509"
"110.76.129.229","elite","AS59362","BD","KS Network Limited","195","N/A","5678","socks4","4608","1","2024-01-08T16:36:20.932Z","99","5538","5616"
"149.28.13.113","elite","AS20473","US","The Constant Company","197","Vultr Holdings, LLC","10786","socks4","4396","1","2024-01-08T16:36:20.938Z","65","3518","5417"
"202.21.127.6","elite","AS9484","MN","Mobinet LLC","113","N/A","5678","socks4","4092","1","2024-01-08T16:36:20.941Z","98","5482","5612"
"103.77.10.98","elite","AS135632","PK","Cactus Network Solutions (CNS) Pvt Ltd","196","Cactus Network Solutions (CNS) Pvt Ltd","5678","socks4","4990","1","2024-01-08T16:36:20.942Z","31","1707","5485"
"196.196.160.211","elite","AS57858","IT","Angelnet Limited","35","Fiber Grid","80","socks4","4600","2","2024-01-08T16:36:20.930Z","98","5460","5600"
"178.212.199.95","elite","AS39065","UA","Southern Telecommunication Company Ltd.","56","SOHONET","1099","socks4","4106","85","2024-01-08T16:36:18.336Z","93","5115","5525"
"36.66.173.145","elite","AS7713","ID","PT. Telekomunikasi Indonesia","184","N/A","45685","socks4","1321","1","2024-01-08T16:36:18.328Z","97","5356","5541"
"103.51.44.5","elite","AS133819","ID","CIM","213","N/A","4145","socks4","4904","2","2024-01-08T16:36:18.330Z","99","5578","5622"
"103.51.44.41","elite","AS133819","ID","CIM","289","N/A","4145","socks4","4096","1","2024-01-08T16:36:18.333Z","99","5470","5519"
"123.120.7.18","elite","AS4808","CN","China Unicom Beijing Province Network","235","N/A","8909","socks4","4988","1","2024-01-08T16:36:15.834Z","44","2422","5513"
"81.150.169.217","elite","AS2856","GB","BT Public Internet Service","95","N/A","5678","socks4","2603","1","2024-01-08T16:36:15.833Z","100","5603","5619"
"47.254.241.21","elite","AS45102","MY","Alibaba (US) Technology Co., Ltd.","150","Alibaba.com LLC","21491","socks4","4010","1","2024-01-08T16:36:15.829Z","93","5125","5494"
"177.38.5.137","elite","AS52964","BR","FÔBIO MENDES DIAS LTDA ME","203","FÁBIO MENDES DIAS LTDA ME","4153","socks4","3800","1","2024-01-08T16:36:12.843Z","95","5265","5524"
"177.38.245.107","elite","AS52974","BR","Henet Telecomunicacoes Ltda","208","Ricardo Dias Monteiro","55713","socks4","1400","1","2024-01-08T16:36:12.846Z","14","789","5559"
"61.177.74.118","elite","AS4134","CN","Chinanet","192","Changzhou JT Newcentury Corp","20001","socks5","4291","1","2024-01-08T16:36:12.931Z","88","4871","5549"
"179.60.243.38","elite","AS262215","CO","ITELKOM","162","ITELKOM","48699","socks4","4604","1","2024-01-08T16:36:09.648Z","99","5554","5582"
"185.75.110.50","elite","AS196865","IT","Aircomm S.r.l.","82","N/A","43837","socks4","3411","1","2024-01-08T16:36:09.738Z","60","3290","5525"
"170.80.91.13","elite","AS264820","CR","Corebases S.A","184","Corebases S.A","4145","socks4","4499","86","2024-01-08T16:36:09.645Z","100","5601","5620"
"124.222.119.189","elite","AS45090","CN","China Internet Network Information Center","289","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks5","541","1","2024-01-08T16:36:07.038Z","70","3888","5550"
"193.252.50.1","elite","AS3215","FR","Orange","11","N/A","3820","socks5","4295","1","2024-01-08T16:36:07.129Z","93","5169","5573"
"187.95.82.38","elite","AS262696","BR","Turbonet Telecomunicações","190","Turbonet Telecomunicações","3629","socks4","5096","1","2024-01-08T16:36:07.027Z","97","5479","5628"
"51.83.34.150","elite","AS16276","FR","OVH SAS","8","OVH","34214","socks5","4794","1","2024-01-08T16:36:07.127Z","100","5487","5493"
"190.109.72.17","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","285","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","3802","1","2024-01-08T16:36:06.946Z","98","5497","5591"
"78.37.27.139","elite","AS12389","RU","Rostelecom networks","93","OJSC North-West Telecom","56228","socks4","3991","83","2024-01-08T16:36:06.939Z","100","5461","5471"
"203.99.57.145","elite","AS23674","PK","Nayatel (Pvt) Ltd","169","Micronet","5678","socks4","3701","1","2024-01-08T16:36:06.943Z","100","5541","5553"
"108.175.24.1","elite","AS33258","US","Computer Solutions","111","Computer Solutions","13135","socks4","1692","1","2024-01-08T16:36:04.244Z","99","5619","5657"
"149.20.253.250","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","3506","77","2024-01-08T16:36:04.338Z","100","5429","5441"
"84.38.189.241","elite","AS49505","RU","OOO \"Network of data-centers \"Selectel\"","42","N/A","30073","socks4","5097","1","2024-01-08T16:36:04.336Z","98","5425","5562"
"70.32.25.146","elite","AS55293","US","A2 Hosting, Inc.","89","A2 Hosting, Inc.","36546","socks4","4106","1","2024-01-08T16:36:01.130Z","100","5451","5460"
"213.226.16.46","elite","AS8717","BG","Mobiltel EAD","43","N/A","51372","socks4","4892","2","2024-01-08T16:36:01.127Z","99","5411","5485"
"110.34.166.180","elite","AS45652","SG","VPLS-SIN","289","Vpls Sin1","4153","socks4","5003","1","2024-01-08T16:36:00.540Z","99","5526","5571"
"202.142.167.210","elite","AS9260","PK","Multinet Broadband","127","Multinet Broadband","1080","socks4","4385","1","2024-01-08T16:36:00.631Z","97","5427","5600"
"114.134.90.43","elite","AS38031","BD","OptiMax Communication Ltd","187","Cable modem client group","5678","socks4","5100","1","2024-01-08T16:36:00.938Z","87","4861","5593"
"95.179.157.22","elite","AS20473","NL","The Constant Company, LLC","36","Vultr Holdings LLC Amsterdam","17979","socks5","271","1","2024-01-08T16:36:00.529Z","100","1","1"
"36.90.62.85","elite","AS7713","ID","PT. Telekomunikasi Indonesia","193","Telekomunikasi Indonesia","4145","socks5","4205","1","2024-01-08T16:36:00.528Z","66","3707","5602"
"173.245.49.27","elite","AS13335","FR","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4808","1","2024-01-08T16:36:00.539Z","100","5524","5524"
"51.83.135.35","elite","AS16276","PL","OVH SAS","58","OVH Sp. z o. o","2846","socks4","4705","81","2024-01-08T16:35:57.536Z","92","5063","5519"
"89.237.34.193","elite","AS20485","RU","multi-origin SUTTK","67","N/A","51549","socks4","5004","1","2024-01-08T16:35:57.534Z","99","5554","5606"
"103.54.148.34","elite","AS134128","BD","Mega Speed","201","N/A","1080","socks4","4502","1","2024-01-08T16:35:57.539Z","99","5488","5552"
"128.111.52.64","elite","AS131","US","University of California, Santa Barbara","192","University of California, Santa Barbara","33333","socks4","4701","1","2024-01-08T16:35:57.538Z","54","2926","5468"
"182.160.124.106","elite","AS24323","BD","Aamra Networks Limited","391","N/A","5678","socks4","2915","1","2024-01-08T16:35:57.541Z","90","4927","5473"
"69.27.150.166","elite","AS394541","US","Professional Value Internet Services, Inc","137","KAMO Electric Cooperative","5678","socks4","3094","1","2024-01-08T16:35:57.531Z","99","5436","5502"
"181.65.121.34","elite","AS6147","PE","TDP-GRS","192","PE-TDP-GRS","8080","socks4","4309","1","2024-01-08T16:35:54.140Z","100","5514","5523"
"213.96.98.213","elite","AS3352","ES","Telefonica De Espana SAU","21","TDENET (Red de servicios IP)","15724","socks4","4094","1","2024-01-08T16:35:54.148Z","99","5432","5481"
"46.227.37.185","elite","AS51155","PL","Telemedian - TB Telecom","40","Telemedian","1088","socks4","4404","1","2024-01-08T16:35:54.239Z","100","5530","5548"
"128.199.150.158","elite","AS14061","SG","DigitalOcean, LLC","196","DigitalOcean, LLC","3128","socks5","4493","1","2024-01-08T16:35:54.147Z","100","5494","5500"
"47.243.207.3","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","300","Alibaba.com LLC","33967","socks5","336","1","2024-01-08T16:35:54.142Z","76","4201","5501"
"117.7.131.208","elite","AS7552","VN","Viettel Group","255","VIETTEL","3128","socks5","4009","6","2024-01-08T16:35:54.139Z","68","3741","5540"
"41.191.203.89","elite","AS37057","LS","ENTERPRISE","191","N/A","5678","socks4","590","1","2024-01-08T16:35:54.137Z","98","5541","5645"
"192.210.148.89","elite","AS36352","US","ColoCrossing","143","RackNerd LLC","80","socks4","3585","1","2024-01-08T16:35:54.149Z","100","5441","5449"
"103.239.200.226","elite","AS17970","PH","Sky Cable Corporation","286","TRI PH","1337","socks4","4899","1","2024-01-08T16:35:51.228Z","89","4973","5606"
"104.16.105.15","elite","AS13335","CA","Cloudflare, Inc.","4","Cloudflare, Inc.","80","socks4","4510","1","2024-01-08T16:35:51.230Z","100","5619","5620"
"154.113.161.1","elite","AS37282","NG","Mainone Cable Company","199","Mainone Cable Company","5678","socks4","5001","1","2024-01-08T16:35:51.234Z","100","5573","5590"
"186.251.255.73","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","203","Seanet Telecom Carazinho Eireli","31337","socks4","1794","1","2024-01-08T16:35:48.543Z","99","5579","5609"
"178.249.218.34","elite","AS44219","IT","ICCOM s.r.l.","98","N/A","5678","socks5","4991","1","2024-01-08T16:35:48.629Z","95","5276","5547"
"105.27.199.218","elite","AS37100","ZA","SEACOM Limited","149","Seacom Assignments","5678","socks4","5087","1","2024-01-08T16:35:48.730Z","98","5437","5573"
"38.127.179.19","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","55994","socks5","4413","1","2024-01-08T16:35:48.732Z","100","5559","5566"
